Row,pre_11,pre_12,pre_13,pre_14,pre_15,pre_16
TRaining Percentage_40,72.3623659823293,89.8404092259117,88.6736506677751,97.76269986,94.9250676660636,97.76269986
TRaining Percentage_50,61.2548244717591,86.3401335415261,85.5817404747471,96.2575813156145,92.9233963380015,97.76269986
TRaining Percentage_60,76.1309961279037,87.3226750111934,94.6357869194056,97.76269986,93.9143629572396,97.76269986
TRaining Percentage_70,75.3726030711004,81.8714482550843,82.8398578571406,97.76269986,94.9540330125239,97.76269986
TRaining Percentage_80,86.5734852551486,87.5068921096385,94.6124517410603,97.76269986,95.8827730206207,97.76269986
